title,company,experience,salary,location,skills,posted,job_url,scraped_at,search_text,extracted_skills,city,salary_min_lpa,salary_max_lpa,salary_mid_lpa,exp_min_yrs,exp_max_yrs,exp_mid_yrs,company_type
Data Analyst,HotelHub,2-6 Yrs,Not disclosed,Bengaluru,"Automation, Database management, Analytical, Data structures, Data processing, DBMS, data mapping, SSIS",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-hotelhub-bengaluru-2-to-6-years-190126502875,2026-04-10 13:05,"Automation, Database management, Analytical, Data structures, Data processing, DBMS, data mapping, SSIS  Data Analyst",data analysis,Bengaluru,,,,2.0,6.0,4.0,Other
Compliance Data Analyst,Payoneer,3-8 Yrs,Not disclosed,Bengaluru,"risk management, data analysis, strong analytical skills, credit card operations, pivot table, business analysis, vlookup, workforce management",3+ weeks ago,https://www.naukri.com/job-listings-compliance-data-analyst-payoneer-bengaluru-3-to-8-years-181225502409,2026-04-10 13:05,"risk management, data analysis, strong analytical skills, credit card operations, pivot table, business analysis, vlookup, workforce management  Compliance Data Analyst",data analysis,Bengaluru,,,,3.0,8.0,5.5,Other
Data Analyst,Miles,5-10 Yrs,Not disclosed,Bengaluru,"Computer science, Data analysis, Automation, Data validation, tableau, Analytical, Marketing operations, Data Analyst",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-miles-bengaluru-5-to-10-years-180226503645,2026-04-10 13:05,"Computer science, Data analysis, Automation, Data validation, tableau, Analytical, Marketing operations, Data Analyst  Data Analyst","data analysis, tableau",Bengaluru,,,,5.0,10.0,7.5,Other
Treasury Data Analyst,Payoneer,1-4 Yrs,Not disclosed,Bengaluru,"python, macros, data analysis, modeling, power bi, data automation, data pipeline, regulatory reporting",3+ weeks ago,https://www.naukri.com/job-listings-treasury-data-analyst-payoneer-bengaluru-1-to-4-years-171225504398,2026-04-10 13:05,"python, macros, data analysis, modeling, power bi, data automation, data pipeline, regulatory reporting  Treasury Data Analyst","data analysis, data pipeline, power bi, python, reporting",Bengaluru,,,,1.0,4.0,2.5,Other
Data Analyst,Greedygame Media,2-4 Yrs,Not disclosed,Bengaluru,"Bidding, Analytical, Data processing, Data Analyst, SDK, Gaming, Advertising, Analytics",3 weeks ago,https://www.naukri.com/job-listings-data-analyst-greedygame-bengaluru-2-to-4-years-170326501305,2026-04-10 13:05,"Bidding, Analytical, Data processing, Data Analyst, SDK, Gaming, Advertising, Analytics  Data Analyst",data analysis,Bengaluru,,,,2.0,4.0,3.0,Other
Staff Data Analyst,Ethos Life Technologies,7-12 Yrs,Not disclosed,Bengaluru,"SAN, Data modeling, Diversity and Inclusion, Instrumentation, Data Analyst, Data quality, Analytics, Monitoring",3+ weeks ago,https://www.naukri.com/job-listings-staff-data-analyst-ethos-life-technologies-bengaluru-7-to-12-years-160226504244,2026-04-10 13:05,"SAN, Data modeling, Diversity and Inclusion, Instrumentation, Data Analyst, Data quality, Analytics, Monitoring  Staff Data Analyst","data analysis, data modeling, data quality",Bengaluru,,,,7.0,12.0,9.5,Other
Data Analyst,Iflow,6-11 Yrs,Not disclosed,Bengaluru,"Statistical programming, Stakeholder Engagement, Data analysis, Analytical, Data collection, data visualization, Business intelligence, Continuous improvement",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-iflow-bengaluru-6-to-11-years-160226501875,2026-04-10 13:05,"Statistical programming, Stakeholder Engagement, Data analysis, Analytical, Data collection, data visualization, Business intelligence, Continuous improvement  Data Analyst","data analysis, data visualization, power bi",Bengaluru,,,,6.0,11.0,8.5,Other
Data Analyst,TLD Group,1-3 Yrs,Not disclosed,Bengaluru,"erp, grafana, writing, power bi, erp user, communication skills, infor, Data",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-tld-bengaluru-1-to-3-years-151025503041,2026-04-10 13:05,"erp, grafana, writing, power bi, erp user, communication skills, infor, Data  Data Analyst","communication, power bi",Bengaluru,,,,1.0,3.0,2.0,Other
Data Analyst ( Cority EMS implementation and sphera),Ltimindtree,5-7 Yrs,Not disclosed,Hybrid - Bengaluru,"SPHERA, EMS, CORITY, Data analysis, Data",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-cority-ems-implementation-and-sphera-ltimindtree-bengaluru-5-to-7-years-110326025866,2026-04-10 13:05,"SPHERA, EMS, CORITY, Data analysis, Data  Data Analyst ( Cority EMS implementation and sphera)",data analysis,Bengaluru,,,,5.0,7.0,6.0,IT Services
Data Analyst- aws services,Clifyx Technology,2-5 Yrs,Not disclosed,Bengaluru,"s3, team handling, emr, aws, data analyst, aws services, sql, communication skills",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-aws-services-clifyx-technology-bengaluru-2-to-5-years-090326501488,2026-04-10 13:05,"s3, team handling, emr, aws, data analyst, aws services, sql, communication skills  Data Analyst- aws services","aws, communication, sql",Bengaluru,,,,2.0,5.0,3.5,Other
PLX Data Analyst,Bayone Solutions,5-10 Yrs,Not disclosed,Bengaluru,"Computer science, Product management, Analytical skills, Architecture, Financial risk management, Data Analyst, Management, Risk management",3+ weeks ago,https://www.naukri.com/job-listings-plx-data-analyst-bayone-solutions-bengaluru-5-to-10-years-090226503173,2026-04-10 13:05,"Computer science, Product management, Analytical skills, Architecture, Financial risk management, Data Analyst, Management, Risk management  PLX Data Analyst",data analysis,Bengaluru,,,,5.0,10.0,7.5,Other
Data Analyst III,Skan,6-11 Yrs,Not disclosed,Bengaluru,"Data analysis, SSRS, OLAP, SSIS, Business intelligence, microsoft, Data mining, Analytics",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-iii-skan-bengaluru-6-to-11-years-060226505997,2026-04-10 13:05,"Data analysis, SSRS, OLAP, SSIS, Business intelligence, microsoft, Data mining, Analytics  Data Analyst III","data analysis, power bi",Bengaluru,,,,6.0,11.0,8.5,Other
Data Analyst,Kidvento,2-7 Yrs,Not disclosed,"Hubli, Mangaluru, Mysuru, Bengaluru, Belgaum","Business improvement, SQL queries, Excel, Coding, power bi, Data Analyst, Advanced Excel, data visualization",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-kidvento-education-and-research-hubli-mangaluru-mysuru-bengaluru-belgaum-2-to-7-years-041225500466,2026-04-10 13:05,"Business improvement, SQL queries, Excel, Coding, power bi, Data Analyst, Advanced Excel, data visualization  Data Analyst","data visualization, excel, power bi, sql",Hubli,,,,2.0,7.0,4.5,Other
Data Analyst,Awesome Analytics,1-4 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","excel, macros, data analysis, vba, mis, advanced excel, msbi",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-awesome-analytics-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-4-years-290425501607,2026-04-10 13:05,"excel, macros, data analysis, vba, mis, advanced excel, msbi  Data Analyst","data analysis, excel",Kolkata,,,,1.0,4.0,2.5,Other
Data Analyst,Exzeo Software,4-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","GIS, IT services, Postgresql, Analytical, JSON, MongoDB, Selenium, Analytics",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-exzeo-software-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-4-to-5-years-260825501703,2026-04-10 13:05,"GIS, IT services, Postgresql, Analytical, JSON, MongoDB, Selenium, Analytics  Data Analyst","data analysis, mongodb, postgresql",Kolkata,,,,4.0,5.0,4.5,Other
Data Governance Analyst,Barclaycard Payments,3-6 Yrs,Not disclosed,Pune,"digital, risk management, python, data analytics, data analysis, data management, management skills, business strategy",3+ weeks ago,https://www.naukri.com/job-listings-data-governance-analyst-barclaycard-payments-pune-3-to-6-years-200126502654,2026-04-10 13:05,"digital, risk management, python, data analytics, data analysis, data management, management skills, business strategy  Data Governance Analyst","data analysis, data governance, python",Pune,,,,3.0,6.0,4.5,Other
Data Analyst,Diverse Lynx,6-10 Yrs,Not disclosed,Bengaluru,"Computer science, Data management, spark, Analytical, Senior Data Analyst, Data structures, Data processing, power bi",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-diverse-lynx-bengaluru-6-to-10-years-180725502371,2026-04-10 13:05,"Computer science, Data management, spark, Analytical, Senior Data Analyst, Data structures, Data processing, power bi  Data Analyst","data analysis, power bi, spark",Bengaluru,,,,6.0,10.0,8.0,Other
Payer Data Analyst,Star4rall It Solutions,3-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Health insurance, Data analysis, Claims, Project estimation, Excel, Pharma, Agile, Healthcare",3+ weeks ago,https://www.naukri.com/job-listings-payer-data-analyst-star4rall-it-solutions-private-limited-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-7-years-170323502157,2026-04-10 13:05,"Health insurance, Data analysis, Claims, Project estimation, Excel, Pharma, Agile, Healthcare  Payer Data Analyst","data analysis, excel",Kolkata,,,,3.0,7.0,5.0,Other
Programmer / Data Analyst,Indo Fuji Information Technologies,3-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Training, Business Analyst, Quality check, Programming, Data Analyst, Research, Troubleshooting, Testing",3+ weeks ago,https://www.naukri.com/job-listings-programmer-data-analyst-indo-fuji-information-technologies-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-6-years-160724500800,2026-04-10 13:05,"Training, Business Analyst, Quality check, Programming, Data Analyst, Research, Troubleshooting, Testing  Programmer / Data Analyst",,Kolkata,,,,3.0,6.0,4.5,Other
Data Analyst,Gyantu,2-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Training, E-learning, Database design, Analytical, Database, Data Analyst, Troubleshooting, Data mining",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-gyantu-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-7-years-150424501151,2026-04-10 13:05,"Training, E-learning, Database design, Analytical, Database, Data Analyst, Troubleshooting, Data mining  Data Analyst",data analysis,Kolkata,,,,2.0,7.0,4.5,Other
Data Governance Analyst,Barclaycard Payments,3-6 Yrs,Not disclosed,Pune,"risk management, python, data analytics, data analysis, documentation, business strategy, data warehousing, data pipeline",3+ weeks ago,https://www.naukri.com/job-listings-data-governance-analyst-barclaycard-payments-pune-3-to-6-years-130226500337,2026-04-10 13:05,"risk management, python, data analytics, data analysis, documentation, business strategy, data warehousing, data pipeline  Data Governance Analyst","data analysis, data governance, data pipeline, python",Pune,,,,3.0,6.0,4.5,Other
Data Analyst - AI & ML,Kuku Fm,1-3 Yrs,Not disclosed,Bengaluru,"Computer science, Logistic regression, Data analysis, Automation, Analytical, IOS app, Workflow, Data quality",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-ai-ml-kuku-fm-bengaluru-1-to-3-years-121225500427,2026-04-10 13:05,"Computer science, Logistic regression, Data analysis, Automation, Analytical, IOS app, Workflow, Data quality  Data Analyst - AI & ML","data analysis, data quality",Bengaluru,,,,1.0,3.0,2.0,Other
Online Data Analyst,Carnivore Style,1-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Computer science, Hospitality, Data analysis, Google Analytics, Web analytics, Social media, E-commerce, Data Analyst",3+ weeks ago,https://www.naukri.com/job-listings-online-data-analyst-carnivore-style-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-6-years-110725509015,2026-04-10 13:05,"Computer science, Hospitality, Data analysis, Google Analytics, Web analytics, Social media, E-commerce, Data Analyst  Online Data Analyst",data analysis,Kolkata,,,,1.0,6.0,3.5,Other
Data Analyst,Tech Stalwart Solution,6-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Data analysis, SCALA, Data Analyst, SQL, Python, Analysis, Data",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-tech-stalwart-solution-private-limited-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-6-to-9-years-030125501914,2026-04-10 13:05,"Data analysis, SCALA, Data Analyst, SQL, Python, Analysis, Data  Data Analyst","data analysis, python, scala, sql",Kolkata,,,,6.0,9.0,7.5,Other
Data Analyst,Swiss Re,1-4 Yrs,Not disclosed,Bengaluru,"rally, azure devops, communication skills, jira, Devops, Data, Data analysis, Microsoft Azure",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-swiss-re-bengaluru-1-to-4-years-310725501877,2026-04-10 13:05,"rally, azure devops, communication skills, jira, Devops, Data, Data analysis, Microsoft Azure  Data Analyst","azure, communication, data analysis, jira",Bengaluru,,,,1.0,4.0,2.5,Other
Data Analyst,Maruti True Value,3-8 Yrs,Not disclosed,"Gurugram, Bengaluru","Data analysis, Technical writing, Analytical, Cognos, Data mining, cisco, Analytics, Monitoring",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-maruti-true-value-gurugram-bengaluru-3-to-8-years-310525501658,2026-04-10 13:05,"Data analysis, Technical writing, Analytical, Cognos, Data mining, cisco, Analytics, Monitoring  Data Analyst",data analysis,Gurugram,,,,3.0,8.0,5.5,Other
Data Analyst,Hyperthink Systems,2-5 Yrs,Not disclosed,Bengaluru,"Data analysis, Data management, Project management, Machine learning, Data mining, Analytics, SQL, Python",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-hyperthink-systems-pvt-ltd-bengaluru-2-to-5-years-170723501972,2026-04-10 13:05,"Data analysis, Data management, Project management, Machine learning, Data mining, Analytics, SQL, Python  Data Analyst","data analysis, machine learning, python, sql",Bengaluru,,,,2.0,5.0,3.5,Other
Data Analyst,Growtharc Technologies,8-13 Yrs,Not disclosed,"Hyderabad, Bengaluru","Root cause analysis, Excel, Sales operations, Agile scrum, Business Analyst, Business Data Analyst, Supply chain operations, Corporate finance",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-growtharc-technologies-private-limited-hyderabad-bengaluru-8-to-13-years-140625500050,2026-04-10 13:05,"Root cause analysis, Excel, Sales operations, Agile scrum, Business Analyst, Business Data Analyst, Supply chain operations, Corporate finance  Data Analyst",excel,Hyderabad,,,,8.0,13.0,10.5,Other
Data Analyst,Robosoft Technologies,5-10 Yrs,Not disclosed,"Mumbai, Udupi, Bengaluru","Google Analytics, Data management, Bfsi, Mutual funds, Analytical, Data quality, data integrity, Business strategy",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-robosoft-technologies-pvt-ltd-mumbai-udupi-bengaluru-5-to-10-years-121224506087,2026-04-10 13:05,"Google Analytics, Data management, Bfsi, Mutual funds, Analytical, Data quality, data integrity, Business strategy  Data Analyst","data analysis, data quality",Mumbai,,,,5.0,10.0,7.5,Other
Data Analyst,Drishtee Development And Communication,4-9 Yrs,Not disclosed,"Varanasi, Bengaluru","ERP, Usage, Data management, Business reporting, Database management, Management systems, MIS, Data Analyst",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-drishtee-varanasi-bengaluru-4-to-9-years-111024501903,2026-04-10 13:05,"ERP, Usage, Data management, Business reporting, Database management, Management systems, MIS, Data Analyst  Data Analyst",reporting,Varanasi,,,,4.0,9.0,6.5,Other
Data Analyst,Diverse Lynx,5-7 Yrs,Not disclosed,Bengaluru,"Basic, Excel, Senior Data Analyst, power bi, data visualization, AWS, SQL, Python",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-diverse-lynx-bengaluru-5-to-7-years-100523501220,2026-04-10 13:05,"Basic, Excel, Senior Data Analyst, power bi, data visualization, AWS, SQL, Python  Data Analyst","aws, data visualization, excel, power bi, python, sql",Bengaluru,,,,5.0,7.0,6.0,Other
Data Analyst,Diverse Lynx,8-15 Yrs,Not disclosed,"Kolkata, Hyderabad, Chennai, Bengaluru","Basic, Backend, Excel, Schema, query, power bi, Data Analyst, AWS",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-diverse-lynx-kolkata-hyderabad-chennai-bengaluru-8-to-15-years-040825506151,2026-04-10 13:05,"Basic, Backend, Excel, Schema, query, power bi, Data Analyst, AWS  Data Analyst","aws, excel, power bi",Kolkata,,,,8.0,15.0,11.5,Other
Data Analyst,Xoom,1-6 Yrs,Not disclosed,Bengaluru,"Procurement, Automation, Business objects, Excel, Management consulting, Stored procedures, Analytics, Financial services",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-xoom-inc-bengaluru-1-to-6-years-301225502817,2026-04-10 13:05,"Procurement, Automation, Business objects, Excel, Management consulting, Stored procedures, Analytics, Financial services  Data Analyst","data analysis, excel",Bengaluru,,,,1.0,6.0,3.5,Other
Data Analyst,Diverse Lynx,5-8 Yrs,Not disclosed,Bengaluru,"Data Analyst, Data, Data analysis",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-diverse-lynx-bengaluru-5-to-8-years-300725503925,2026-04-10 13:05,"Data Analyst, Data, Data analysis  Data Analyst",data analysis,Bengaluru,,,,5.0,8.0,6.5,Other
